trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
65,False,"{'a': 0.8, 'e': 0.5203405226503064}",25,0,4.928662122194796,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.8, 'e': 0.5151371174238033}",20,0,2.9981796144108,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.8, 'e': 0.5099857462495653}",20,0,-1.925066241994842,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
68,False,"{'a': 0.8, 'e': 0.5048858887870696}",25,0,23.022775035158475,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.8, 'e': 0.4998370298991989}",30,0,-24.363446254108922,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
70,False,"{'a': 0.8, 'e': 0.49483865960020695}",20,0,-31.059779903332497,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
71,False,"{'a': 0.8, 'e': 0.4898902730042049}",20,0,3.3140489262428514,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.8, 'e': 0.48499137027416284}",30,0,26.044919043793815,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.8, 'e': 0.4801414565714212}",20,5,19.712753253412927,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.475340042005707}",25,0,-0.7067445820601097,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.8, 'e': 0.47058664158564995}",25,0,-14.203706146249859,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.8, 'e': 0.4658807751697934}",20,0,-13.48658831819451,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.8, 'e': 0.4612219674180955}",25,0,14.496876182894603,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
78,False,"{'a': 0.8, 'e': 0.45660974774391455}",20,6,18.77274703531013,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.8, 'e': 0.4520436502664754}",25,0,18.60612170277305,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.8, 'e': 0.44752321376381066}",20,9,9.260708375341432,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.44304798162617254}",20,6,20.06867176848237,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.8, 'e': 0.4386175018099108}",20,11,-1.7525298982599493,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.4342313267918117}",20,0,15.586351188282405,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.8, 'e': 0.4298890135238936}",30,0,20.81968144920095,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
85,False,"{'a': 0.8, 'e': 0.42559012338865465}",20,3,9.649651311681938,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.4213342221547681}",25,0,-35.79208070638087,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
87,False,"{'a': 0.8, 'e': 0.41712087993322045}",20,0,-2.1762497742391402,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.8, 'e': 0.41294967113388825}",30,11,17.431330092510308,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.8, 'e': 0.40882017442254937}",20,0,-12.148433013351104,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.8, 'e': 0.4047319726783239}",25,1,18.964355128509236,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.40068465295154065}",20,0,19.257604435929878,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
92,False,"{'a': 0.8, 'e': 0.39667780642202527}",20,2,18.624660765416834,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.392711028357805}",25,12,4.120150833628049,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.38878391807422696}",20,0,-1.0977994270742695,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.8, 'e': 0.3848960788934847}",20,0,16.32670240499226,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.8, 'e': 0.38104711810454983}",25,0,27.730290133952558,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.8, 'e': 0.37723664692350434}",30,7,29.183580444747562,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.37346428045426927}",20,3,7.164582362430231,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.8, 'e': 0.36972963764972655}",35,0,23.8037893383301,"{0: 31, 1: 4, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.8, 'e': 0.36603234127322926}",20,10,19.21096289170667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.36237201786049694}",25,15,19.08864603859481,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.358748297681892}",25,13,10.439483769649,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.8, 'e': 0.35516081470507305}",20,13,12.45511442348796,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.3516092065580223}",25,8,13.927864276481344,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.34809311449244207}",20,0,27.387377507876497,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
106,False,"{'a': 0.8, 'e': 0.34461218334751764}",20,11,16.037288107245775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.34116606151404244}",25,5,19.865069111093735,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.337754400898902}",20,3,18.012911993074916,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.334376856889913}",20,0,18.964101627768564,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
110,False,"{'a': 0.8, 'e': 0.33103308832101386}",25,0,15.849452635826363,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.8, 'e': 0.3277227574378037}",25,8,25.655993540835343,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.3244455298634257}",20,8,15.447908411459421,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.3212010745647914}",30,11,6.081825049817726,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.3179890638191435}",25,0,16.340787176906577,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.8, 'e': 0.31480917318095203}",20,7,14.74387405031207,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.3116610814491425}",20,0,12.477835370116445,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.8, 'e': 0.30854447063465107}",25,5,30.85544448022122,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.30545902592830454}",20,4,2.0217528853188425,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.3024044356690215}",30,0,15.905648289177636,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.29938039131233124}",20,0,15.74663411577907,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.8, 'e': 0.2963865873992079}",25,9,-0.0041422405422204545,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.29342272152521587}",20,3,16.530980023764915,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.8, 'e': 0.2904884943099637}",20,6,17.101178778711915,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 0.28758360936686406}",25,2,32.15336134210348,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.8, 'e': 0.2847077732731954}",20,6,24.3648245718645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.8, 'e': 0.28186069554046345}",30,8,30.85252631042105,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.8, 'e': 0.2790420885850588}",30,12,25.710877676061624,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.8, 'e': 0.2762516676992082}",30,8,10.991853563452317,"{0: 18, 1: 4, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 0.27348915102221616}",30,8,24.184436001073106,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 0.270754259511994}",25,15,6.22618440659345,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.8, 'e': 0.26804671691687404}",25,16,16.80303257031305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.2653662497477053}",25,0,6.96233136722629,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.8, 'e': 0.2627125872502282}",35,13,30.984617547864122,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.8, 'e': 0.2600854613777259}",20,9,12.526863649834487,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.2574846067639487}",25,0,30.357501161473973,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.8, 'e': 0.2549097606963092}",20,4,20.5442933348791,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 0.2523606630893461}",25,0,35.11054956426959,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.8, 'e': 0.24983705645845267}",20,9,20.3353087261159,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.24733868589386815}",30,3,24.59203846297129,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8, 'e': 0.24486529903492946}",20,4,23.382447925530975,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8, 'e': 0.24241664604458016}",20,8,11.432771736877308,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8, 'e': 0.23999247958413436}",20,0,10.001590645291863,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 0.8, 'e': 0.23759255478829303}",20,6,21.028576499173354,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.2352166292404101}",20,9,8.273253686719247,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8, 'e': 0.232864462948006}",20,0,20.85885349863542,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.8, 'e': 0.23053581831852593}",25,13,23.24061175013546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8, 'e': 0.22823046013534068}",20,6,25.568689682800244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8, 'e': 0.22594815553398728}",25,10,-2.3077728682724956,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.8, 'e': 0.22368867397864742}",30,13,17.76131570106911,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.22145178723886094}",20,0,9.909163892626427,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.8, 'e': 0.21923726936647234}",20,7,24.23311528476513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8, 'e': 0.2170448966728076}",20,9,-8.591720396203652,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.8, 'e': 0.21487444770607952}",25,11,28.541653812452008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.8, 'e': 0.21272570322901874}",20,0,26.509976486838376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.8, 'e': 0.21059844619672854}",20,6,20.907520812349958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.8, 'e': 0.20849246173476127}",35,14,19.573361716371917,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8, 'e': 0.20640753711741366}",25,6,18.279533460839914,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.20434346174623952}",25,2,-1.4714525919250332,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.8, 'e': 0.20230002712877712}",25,0,24.885613520321257,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.8, 'e': 0.20027702685748935}",25,8,16.410441798096603,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.8, 'e': 0.19827425658891445}",20,11,-0.3056538557983992,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8, 'e': 0.1962915140230253}",30,17,23.102341208434087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8, 'e': 0.19432859888279505}",25,0,18.43191055398262,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.8, 'e': 0.1923853128939671}",20,7,7.125670628251809,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 0.19046145976502743}",25,6,21.354266588653186,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 0.18855684516737714}",35,0,47.44040787975854,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.8, 'e': 0.18667127671570335}",35,16,29.029247261788928,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 0.18480456394854633}",30,14,21.827946053995333,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 0.18295651830906087}",30,4,29.391926767040953,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 0.18112695312597027}",25,6,31.950699729421725,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8, 'e': 0.17931568359471056}",20,2,25.807560792793133,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 0.17752252675876345}",20,5,29.41871052442158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.17574730149117582}",25,11,18.95443910392995,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8, 'e': 0.17398982847626407}",25,8,31.547383725898378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 0.17224993019150142}",30,12,31.6078353565565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 0.1705274308895864}",20,16,8.995557448421705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 0.16882215658069055}",30,3,27.702628382693987,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.16713393501488363}",20,4,14.516258258104568,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 0.16546259566473479}",20,0,34.323383677546815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.8, 'e': 0.16380796970808745}",25,18,9.083919462104692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 0.16216989001100657}",20,13,10.52614378100835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 0.1605481911108965}",25,15,16.659522959170218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 0.15894270919978754}",20,3,20.657120820617838,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 0.15735328210778965}",25,19,2.83451644057309,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.15577974928671176}",30,0,34.96151715415903,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.8, 'e': 0.15422195179384465}",20,8,17.6451167397873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.1526797322759062}",20,3,26.234896337557938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.15115293495314713}",20,0,27.496981543640686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.8, 'e': 0.14964140560361566}",25,14,20.862572646215135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 0.1481449915475795}",25,8,27.103837526661046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.1466635416321037}",25,5,32.18795043934219,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.14519690621578268}",25,5,36.476937832601436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.14374493715362485}",20,10,21.402647098299823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.1423074877820886}",20,2,17.400938417272556,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.1408844129042677}",25,3,37.0169578839529,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.13947556877522502}",25,11,23.221062226208783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.13808081308747278}",20,0,22.910352183353204,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.8, 'e': 0.13670000495659804}",20,0,31.3982116417006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13533300490703207}",20,2,9.014422481693648,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13397967485796175}",25,4,25.701594208640074,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 0.13263987810938213}",20,3,25.92060321290492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.1313134793282883}",35,16,21.72487797673925,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 0.13000034453500542}",25,17,9.154621153259491,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12870034108965536}",25,12,16.261743350011656,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.12741333767875881}",20,8,19.919222242570466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12613920430197123}",20,7,11.038367279528906,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 0.12487781225895152}",25,11,21.496761269512763,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.123629034136362}",20,14,12.453507145630695,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.12239274379499838}",20,12,16.27498805666974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 0.1211688163570484}",25,1,40.57944214788243,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 0.11995712819347792}",25,7,32.420304147747665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 0.11875755691154315}",25,7,27.701235827076868,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11756998134242772}",30,15,20.987146635609633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11639428152900344}",20,11,10.675574547574493,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11523033871371341}",35,18,25.867725927300135,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 0.11407803532657627}",20,0,37.06042546385058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.8, 'e': 0.11293725497331052}",30,0,36.824558245858626,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 0.1118078824235774}",20,0,28.37053972073059,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.8, 'e': 0.11068980359934164}",20,0,18.810433989743863,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.8, 'e': 0.10958290556334822}",20,8,21.39869684659179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 0.10848707650771475}",20,0,19.137206290293324,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.1074022057426376}",25,8,27.53407893838184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10632818368521123}",20,2,15.074357315919215,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10526490184835911}",25,4,31.12779318200977,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10421225282987552}",30,16,19.65698457261264,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.10317013030157676}",30,16,25.687747118608872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10213842899856099}",20,13,10.329154266659799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.10111704470857538}",20,5,26.878810396324923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.10010587426148963}",20,0,28.115617386798107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.8, 'e': 0.09910481551887473}",20,11,12.953944063946379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.09811376736368599}",20,0,7.848658820537937,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.8, 'e': 0.09713262969004913}",25,7,30.505110652036706,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.09616130339314863}",20,6,29.586333041079417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09519969035921715}",25,1,33.015237454398275,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.09424769345562498}",20,11,9.773811224264353,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.09330521652106873}",30,4,42.76788145426013,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.09237216435585804}",20,0,32.14094202601073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.8, 'e': 0.09144844271229946}",25,15,20.57246952008146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.09053395828517646}",20,10,17.224028442109653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.08962861870232469}",25,10,30.432148870107817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.08873233251530144}",30,8,31.490193835566508,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08784500919014843}",25,3,18.813625104487816,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.08696655909824694}",20,13,5.318844431414049,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.08609689350726446}",20,4,21.17893483304045,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.08523592457219181}",20,8,14.011904312830708,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.0843835653264699}",25,10,18.653522690617745,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.0835397296732052}",20,3,31.577822908657836,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.08270433237647315}",35,9,44.91077339247383,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08187728905270841}",20,7,17.172894614252883,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
