trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
250,False,"{'a': 0.8, 'e': 0.08105851616218133}",25,18,15.785026791279757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08024793100055952}",30,18,19.14063069345825,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.07944545169055392}",25,9,17.412166362904433,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07865099717364837}",25,13,19.82938193511444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.07786448720191189}",25,4,23.47956095988218,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07708584232989277}",20,14,10.750614252506704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.07631498390659384}",30,13,23.514604961918707,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.07555183406752791}",20,3,23.484009643653426,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07479631572685264}",25,0,29.722933684437635,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.8, 'e': 0.07404835256958411}",25,0,41.123810480131304,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.8, 'e': 0.07330786904388827}",25,0,27.17419665860373,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.8, 'e': 0.07257479035344938}",25,7,25.1665389907416,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.07184904244991488}",20,13,13.168561768032635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07113055202541574}",30,12,34.51224839618443,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.07041924650516158}",20,8,8.583607458349032,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06971505404010997}",20,8,23.88327645276471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06901790349970886}",30,22,3.768703735990486,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06832772446471178}",20,15,9.410866948510145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.06764444722006466}",20,13,11.77774603004498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.066968002747864}",25,11,25.57528360530242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06629832272038537}",25,14,21.270366579772045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06563533949318151}",20,12,15.8049162379065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.06497898609824969}",25,8,27.61531118949445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.0643291962372672}",30,14,19.247828840101164,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06368590427489453}",20,0,31.378909492305922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.8, 'e': 0.06304904523214558}",20,6,-1.8959069367055488,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06241855477982412}",30,10,27.997388436319714,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.06179436923202588}",25,15,21.010526248394168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 0.06117642553970562}",25,10,27.0195138848412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.06056466128430856}",30,17,26.568163368818134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.05995901467146548}",30,18,20.343664705729942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.05935942452475082}",20,4,31.359384679522833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.058765830279503314}",30,0,38.00240571565052,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.8, 'e': 0.05817817197670828}",30,14,27.20207293651477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.057596390256941195}",30,16,22.37953620121126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.05702042635437178}",20,9,9.02903986934006,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05645022209082806}",30,19,13.07140972450107,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.05588571986991978}",20,7,22.252182020021362,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.055326862671220584}",20,8,22.941662660956197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.05477359404450838}",25,18,12.176498508526356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.054225858104063294}",20,8,10.24701077419671,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.05368359952302266}",25,11,26.234606791960623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.053146763527792434}",20,8,12.140266241238757,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.052615295892514506}",20,12,4.833739567113189,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.052089142933589364}",25,11,27.613518452577747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.05156825150425347}",25,9,27.656662382636853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.051052568989210935}",20,12,16.155637188122178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.05054204329931883}",30,17,26.97312411785512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.05003662286632564}",20,9,19.328414102412395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.04953625663766238}",20,0,30.50846761000048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.8, 'e': 0.04904089407128576}",30,8,36.04350467683932,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.0485504851305729}",25,8,31.01413568593808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 0.048064980279267165}",25,15,19.74110659585409,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.04758433047647449}",25,18,12.014413381861033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 0.04710848717170975}",25,12,24.062233704321805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.04663740229999265}",25,11,26.251597460409037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.04617102827699272}",20,6,23.22297675023279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.045709317994222794}",20,6,22.43544267886941,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.04525222481428057}",20,10,18.47140849864201,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.04479970256613776}",20,6,27.981188680998837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 0.04435170554047638}",20,1,25.19901897266654,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 0.043908188485071616}",20,8,19.88429581862861,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.0434691066002209}",25,0,36.766844026957514,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.8, 'e': 0.04303441553421869}",25,14,22.810847704666827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 0.0426040713788765}",25,13,18.084638070222216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.04217803066508773}",20,6,27.397128081154133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.04175625035843686}",30,15,27.04693007680526,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.041338687854852486}",25,11,26.109576536515267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.04092530097630396}",20,9,20.379913133410238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.040516047966540916}",30,16,28.2721055443352,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 0.04011088748687551}",20,9,18.039522328269545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.03970977861200675}",20,0,30.767636236167096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.8, 'e': 0.03931268082588668}",20,2,25.303223910687162,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 0.03891955401762781}",25,3,33.71735577082888,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.03853035847745153}",20,6,19.14485049150889,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.03814505489267701}",20,5,20.912010986894845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 0.03776360434375024}",25,0,40.06752508120818,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.8, 'e': 0.03738596830031274}",20,3,33.72546251203301,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.03701210861730961}",20,10,19.077762476944137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.03664198753113651}",20,7,26.70894203448328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.036275567655825146}",25,15,13.101876541839726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.03591281197926689}",25,18,11.811927324759342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.035553683859474224}",25,9,28.83981690713417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 0.03519814702087948}",25,14,16.760129990314372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.03484616555067068}",20,0,32.976348304779414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.8, 'e': 0.034497703895163975}",20,16,6.563686965163118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.03415272685621234}",20,0,34.42532201180103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.8, 'e': 0.03381119958765021}",20,8,19.862467240690883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.03347308759177371}",20,14,11.140970809582358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.03313835671585597}",30,14,27.021208563855573,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.03280697314869741}",20,3,24.506113692782378,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.032478903417210436}",25,19,11.32050527454113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.8, 'e': 0.032154114383038335}",20,13,13.223349444316263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.03183257323920795}",20,7,23.068314114019216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.03151424750681587}",35,11,38.8557475126869,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.03119910503174771}",30,4,22.865300687659875,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.8, 'e': 0.030887113981430233}",25,13,19.73050430196331,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.8, 'e': 0.03057824284161593}",20,0,32.66637660547789,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.8, 'e': 0.03027246041319977}",25,11,26.367552930212135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 0.029969735809067772}",25,11,23.687107735287626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
